1024cms.org 1024 CMS 0.7,cpe:/a:1024cms:1024_cms:0.7
OpenBSD OpenSSH 1.5,cpe:/a:openbsd:openssh:1.5
OpenBSD OpenSSH 1.5.7,cpe:/a:openbsd:openssh:1.5.7
OpenBSD OpenSSH 1.5.8,cpe:/a:openbsd:openssh:1.5.8
OpenBSD OpenSSH 2,cpe:/a:openbsd:openssh:2
OpenBSD OpenSSH 2.1,cpe:/a:openbsd:openssh:2.1
OpenBSD OpenSSH 2.1.1,cpe:/a:openbsd:openssh:2.1.1
OpenBSD OpenSSH 2.2,cpe:/a:openbsd:openssh:2.2
OpenBSD OpenSSH 2.3,cpe:/a:openbsd:openssh:2.3
OpenBSD OpenSSH 2.3.1,cpe:/a:openbsd:openssh:2.3.1
OpenBSD OpenSSH 2.5,cpe:/a:openbsd:openssh:2.5
OpenBSD OpenSSH 2.5.1,cpe:/a:openbsd:openssh:2.5.1
OpenBSD OpenSSH 2.5.2,cpe:/a:openbsd:openssh:2.5.2
OpenBSD OpenSSH 2.9,cpe:/a:openbsd:openssh:2.9
OpenBSD OpenSSH 2.9.9,cpe:/a:openbsd:openssh:2.9.9
OpenBSD OpenSSH 2.9.9 p2,cpe:/a:openbsd:openssh:2.9.9p2
OpenBSD OpenSSH 2.9 p1,cpe:/a:openbsd:openssh:2.9p1
OpenBSD OpenSSH 2.9 p2,cpe:/a:openbsd:openssh:2.9p2
OpenBSD OpenSSH 3.0,cpe:/a:openbsd:openssh:3.0
OpenBSD OpenSSH 3.0.1,cpe:/a:openbsd:openssh:3.0.1
OpenBSD OpenSSH 3.0.1 p1,cpe:/a:openbsd:openssh:3.0.1p1
OpenBSD OpenSSH 3.0.2,cpe:/a:openbsd:openssh:3.0.2
OpenBSD OpenSSH 3.0.2p1,cpe:/a:openbsd:openssh:3.0.2p1
OpenBSD OpenSSH 3.0 p1,cpe:/a:openbsd:openssh:3.0p1
OpenBSD OpenSSH 3.1,cpe:/a:openbsd:openssh:3.1
OpenBSD OpenSSH 3.1 p1,cpe:/a:openbsd:openssh:3.1p1
OpenBSD OpenSSH 3.2,cpe:/a:openbsd:openssh:3.2
OpenBSD OpenSSH 3.2.2,cpe:/a:openbsd:openssh:3.2.2
OpenBSD OpenSSH 3.2.2 p1,cpe:/a:openbsd:openssh:3.2.2p1
OpenBSD OpenSSH 3.2.3 p1,cpe:/a:openbsd:openssh:3.2.3p1
OpenBSD OpenSSH 3.3,cpe:/a:openbsd:openssh:3.3
OpenBSD OpenSSH 3.3 p1,cpe:/a:openbsd:openssh:3.3p1
OpenBSD OpenSSH 3.4,cpe:/a:openbsd:openssh:3.4
OpenBSD OpenSSH 3.4 p1,cpe:/a:openbsd:openssh:3.4p1
OpenBSD OpenSSH 3.5,cpe:/a:openbsd:openssh:3.5
OpenBSD OpenSSH 3.5 p1,cpe:/a:openbsd:openssh:3.5p1
OpenBSD OpenSSH 3.6,cpe:/a:openbsd:openssh:3.6
OpenBSD OpenSSH 3.6.1,cpe:/a:openbsd:openssh:3.6.1
OpenBSD OpenSSH 3.6.1 p1,cpe:/a:openbsd:openssh:3.6.1p1
OpenBSD OpenSSH 3.6.1 p2,cpe:/a:openbsd:openssh:3.6.1p2
OpenBSD OpenSSH 3.7,cpe:/a:openbsd:openssh:3.7
OpenBSD OpenSSH 3.7.1,cpe:/a:openbsd:openssh:3.7.1
OpenBSD OpenSSH 3.7.1 p1,cpe:/a:openbsd:openssh:3.7.1p1
OpenBSD OpenSSH 3.7.1 p2,cpe:/a:openbsd:openssh:3.7.1p2
OpenBSD OpenSSH 3.8,cpe:/a:openbsd:openssh:3.8
OpenBSD OpenSSH 3.8.1,cpe:/a:openbsd:openssh:3.8.1
OpenBSD OpenSSH 3.8.1 p1,cpe:/a:openbsd:openssh:3.8.1p1
OpenBSD OpenSSH 3.9,cpe:/a:openbsd:openssh:3.9
OpenBSD OpenSSH 3.9.1,cpe:/a:openbsd:openssh:3.9.1
OpenBSD OpenSSH 3.9.1 p1,cpe:/a:openbsd:openssh:3.9.1p1
OpenBSD OpenSSH 4.0,cpe:/a:openbsd:openssh:4.0
OpenBSD OpenSSH Portable 4.0.p1,cpe:/a:openbsd:openssh:4.0p1
OpenBSD OpenSSH 4.1,cpe:/a:openbsd:openssh:4.1
OpenBSD OpenSSH Portable 4.1.p1,cpe:/a:openbsd:openssh:4.1p1
OpenBSD OpenSSH 4.2,cpe:/a:openbsd:openssh:4.2
OpenBSD OpenSSH Portable 4.2.p1,cpe:/a:openbsd:openssh:4.2p1
OpenBSD OpenSSH 4.3,cpe:/a:openbsd:openssh:4.3
OpenBSD OpenSSH Portable 4.3.p1,cpe:/a:openbsd:openssh:4.3p1
OpenBSD OpenSSH Portable 4.3.p2,cpe:/a:openbsd:openssh:4.3p2
OpenBSD OpenSSH 4.4,cpe:/a:openbsd:openssh:4.4
OpenBSD OpenSSH Portable 4.4.p1,cpe:/a:openbsd:openssh:4.4p1
OpenBSD OpenSSH 4.5,cpe:/a:openbsd:openssh:4.5
OpenBSD OpenSSH 4.6,cpe:/a:openbsd:openssh:4.6
OpenBSD OpenSSH 4.7,cpe:/a:openbsd:openssh:4.7
OpenBSD OpenSSH 4.8,cpe:/a:openbsd:openssh:4.8
OpenBSD OpenSSH 4.9,cpe:/a:openbsd:openssh:4.9
OpenBSD OpenSSH 5.0,cpe:/a:openbsd:openssh:5.0
OpenBSD  OpenSSH 5.1,cpe:/a:openbsd:openssh:5.1
OpenBSD  OpenSSH 5.2,cpe:/a:openbsd:openssh:5.2
OpenBSD  OpenSSH 5.3,cpe:/a:openbsd:openssh:5.3
OpenBSD  OpenSSH 5.4,cpe:/a:openbsd:openssh:5.4
OpenBSD  OpenSSH 5.5,cpe:/a:openbsd:openssh:5.5
OpenBSD OpenSSH 5.6,cpe:/a:openbsd:openssh:5.6
OpenBSD OpenSSH 5.7,cpe:/a:openbsd:openssh:5.7
OpenBSD OpenSSH 5.8,cpe:/a:openbsd:openssh:5.8
OpenBSD OpenSSH 5.8p2,cpe:/a:openbsd:openssh:5.8p2
OpenBSD OpenSSH 5.9,cpe:/a:openbsd:openssh:5.9
OpenFabrics Alliance Enterprise Distribution (OFED) 1.1,cpe:/a:openfabrics:enterprise_distribution:1.1
OpenFabrics Alliance Enterprise Distribution (OFED) 1.2.5,cpe:/a:openfabrics:enterprise_distribution:1.2.5
OpenFabrics Alliance Enterprise Distribution (OFED) 1.3,cpe:/a:openfabrics:enterprise_distribution:1.3
OpenFabrics Alliance Enterprise Distribution (OFED) 1.3.1,cpe:/a:openfabrics:enterprise_distribution:1.3.1
OpenFabrics Alliance Enterprise Distribution (OFED) 1.3.2,cpe:/a:openfabrics:enterprise_distribution:1.3.2
OpenFabrics Alliance Enterprise Distribution (OFED) 1.4,cpe:/a:openfabrics:enterprise_distribution:1.4
OpenFabrics Alliance Enterprise Distribution (OFED) 1.4.1,cpe:/a:openfabrics:enterprise_distribution:1.4.1
OpenFabrics Alliance Enterprise Distribution (OFED) 1.4.2,cpe:/a:openfabrics:enterprise_distribution:1.4.2
OpenFabrics Alliance Enterprise Distribution (OFED) 1.5,cpe:/a:openfabrics:enterprise_distribution:1.5
OpenFabrics Alliance Enterprise Distribution (OFED) 1.5.1,cpe:/a:openfabrics:enterprise_distribution:1.5.1
OpenFabrics Alliance Enterprise Distribution (OFED) 1.5.2,cpe:/a:openfabrics:enterprise_distribution:1.5.2
OpenID OpenID4Java 0.9.2,cpe:/a:openid:openid4java:0.9.2
OpenID OpenID4Java 0.9.3,cpe:/a:openid:openid4java:0.9.3
OpenID OpenID4Java 0.9.4.339,cpe:/a:openid:openid4java:0.9.4.339
OpenID OpenID4Java 0.9.5.593,cpe:/a:openid:openid4java:0.9.5.593
OpenPKG,cpe:/a:openpkg:openpkg
OpenPKG 1.0,cpe:/a:openpkg:openpkg:1.0
OpenPKG 1.1,cpe:/a:openpkg:openpkg:1.1
OpenPKG 1.1.0,cpe:/a:openpkg:openpkg:1.1.0
OpenPKG 1.2,cpe:/a:openpkg:openpkg:1.2
OpenPKG 1.2.0,cpe:/a:openpkg:openpkg:1.2.0
OpenPKG 1.3,cpe:/a:openpkg:openpkg:1.3
OpenPKG 1.3.3,cpe:/a:openpkg:openpkg:1.3.3
OpenPKG 1.3.5,cpe:/a:openpkg:openpkg:1.3.5
OpenPKG 2.0,cpe:/a:openpkg:openpkg:2.0
OpenPKG 2.1,cpe:/a:openpkg:openpkg:2.1
OpenPKG 2.2,cpe:/a:openpkg:openpkg:2.2
OpenPKG 2.5,cpe:/a:openpkg:openpkg:2.5
OpenSSL Project FIPS Object Module,cpe:/a:openssl:fips_object_module
OpenSSL Project OpenSSL,cpe:/a:openssl:openssl
OpenSSL Project OpenSSL 0.9.1c,cpe:/a:openssl:openssl:0.9.1c
OpenSSL Project OpenSSL 0.9.2b,cpe:/a:openssl:openssl:0.9.2b
OpenSSL Project OpenSSL 0.9.3,cpe:/a:openssl:openssl:0.9.3
OpenSSL Project OpenSSL 0.9.3a,cpe:/a:openssl:openssl:0.9.3a
OpenSSL Project OpenSSL 0.9.4,cpe:/a:openssl:openssl:0.9.4
OpenSSL Project OpenSSL 0.9.5,cpe:/a:openssl:openssl:0.9.5
OpenSSL Project OpenSSL 0.9.5 Beta1,cpe:/a:openssl:openssl:0.9.5:beta1
OpenSSL Project OpenSSL 0.9.5 Beta2,cpe:/a:openssl:openssl:0.9.5:beta2
OpenSSL Project OpenSSL 0.9.5a,cpe:/a:openssl:openssl:0.9.5a
OpenSSL Project OpenSSL 0.9.5a Beta1,cpe:/a:openssl:openssl:0.9.5a:beta1
OpenSSL Project OpenSSL 0.9.5a Beta2,cpe:/a:openssl:openssl:0.9.5a:beta2
OpenSSL Project OpenSSL 0.9.6,cpe:/a:openssl:openssl:0.9.6
OpenSSL Project OpenSSL 0.9.6 Beta1,cpe:/a:openssl:openssl:0.9.6:beta1
OpenSSL Project OpenSSL 0.9.6 Beta2,cpe:/a:openssl:openssl:0.9.6:beta2
OpenSSL Project OpenSSL 0.9.6 Beta3,cpe:/a:openssl:openssl:0.9.6:beta3
OpenSSL Project OpenSSL 0.9.6a,cpe:/a:openssl:openssl:0.9.6a
OpenSSL Project OpenSSL 0.9.6a Beta1,cpe:/a:openssl:openssl:0.9.6a:beta1
OpenSSL Project OpenSSL 0.9.6a Beta2,cpe:/a:openssl:openssl:0.9.6a:beta2
OpenSSL Project OpenSSL 0.9.6a Beta3,cpe:/a:openssl:openssl:0.9.6a:beta3
OpenSSL Project OpenSSL 0.9.6b,cpe:/a:openssl:openssl:0.9.6b
OpenSSL Project OpenSSL 0.9.6c,cpe:/a:openssl:openssl:0.9.6c
OpenSSL Project OpenSSL 0.9.6d,cpe:/a:openssl:openssl:0.9.6d
OpenSSL Project OpenSSL 0.9.6e,cpe:/a:openssl:openssl:0.9.6e
OpenSSL Project OpenSSL 0.9.6f,cpe:/a:openssl:openssl:0.9.6f
OpenSSL Project OpenSSL 0.9.6g,cpe:/a:openssl:openssl:0.9.6g
OpenSSL Project OpenSSL 0.9.6h,cpe:/a:openssl:openssl:0.9.6h
OpenSSL Project OpenSSL 0.9.6i,cpe:/a:openssl:openssl:0.9.6i
OpenSSL Project OpenSSL 0.9.6j,cpe:/a:openssl:openssl:0.9.6j
OpenSSL Project OpenSSL 0.9.6k,cpe:/a:openssl:openssl:0.9.6k
OpenSSL Project OpenSSL 0.9.6l,cpe:/a:openssl:openssl:0.9.6l
OpenSSL Project OpenSSL 0.9.6m,cpe:/a:openssl:openssl:0.9.6m
OpenSSL Project OpenSSL 0.9.7,cpe:/a:openssl:openssl:0.9.7
OpenSSL Project OpenSSL 0.9.7 beta1,cpe:/a:openssl:openssl:0.9.7:beta1
OpenSSL Project OpenSSL 0.9.7 beta2,cpe:/a:openssl:openssl:0.9.7:beta2
OpenSSL Project OpenSSL 0.9.7 beta3,cpe:/a:openssl:openssl:0.9.7:beta3
OpenSSL Project OpenSSL 0.9.7 Beta4,cpe:/a:openssl:openssl:0.9.7:beta4
OpenSSL Project OpenSSL 0.9.7 Beta5,cpe:/a:openssl:openssl:0.9.7:beta5
OpenSSL Project OpenSSL 0.9.7 Beta6,cpe:/a:openssl:openssl:0.9.7:beta6
OpenSSL Project OpenSSL 0.9.7a,cpe:/a:openssl:openssl:0.9.7a
OpenSSL Project OpenSSL 0.9.7b,cpe:/a:openssl:openssl:0.9.7b
OpenSSL Project OpenSSL 0.9.7c,cpe:/a:openssl:openssl:0.9.7c
OpenSSL Project OpenSSL 0.9.7d,cpe:/a:openssl:openssl:0.9.7d
OpenSSL Project OpenSSL 0.9.7e,cpe:/a:openssl:openssl:0.9.7e
OpenSSL Project OpenSSL 0.9.7f,cpe:/a:openssl:openssl:0.9.7f
OpenSSL Project OpenSSL 0.9.7g,cpe:/a:openssl:openssl:0.9.7g
OpenSSL Project OpenSSL 0.9.7h,cpe:/a:openssl:openssl:0.9.7h
OpenSSL Project OpenSSL 0.9.7i,cpe:/a:openssl:openssl:0.9.7i
OpenSSL Project OpenSSL 0.9.7j,cpe:/a:openssl:openssl:0.9.7j
OpenSSL Project OpenSSL 0.9.7k,cpe:/a:openssl:openssl:0.9.7k
OpenSSL Project OpenSSL 0.9.7l,cpe:/a:openssl:openssl:0.9.7l
OpenSSL Project OpenSSL 0.9.7m,cpe:/a:openssl:openssl:0.9.7m
OpenSSL Project OpenSSL 0.9.8,cpe:/a:openssl:openssl:0.9.8
OpenSSL Project OpenSSL 0.9.8a,cpe:/a:openssl:openssl:0.9.8a
OpenSSL Project OpenSSL 0.9.8b,cpe:/a:openssl:openssl:0.9.8b
OpenSSL Project OpenSSL 0.9.8c,cpe:/a:openssl:openssl:0.9.8c
OpenSSL Project OpenSSL 0.9.8d,cpe:/a:openssl:openssl:0.9.8d
OpenSSL Project OpenSSL 0.9.8e,cpe:/a:openssl:openssl:0.9.8e
OpenSSL Project OpenSSL 0.9.8f,cpe:/a:openssl:openssl:0.9.8f
OpenSSL Project OpenSSL 0.9.8g,cpe:/a:openssl:openssl:0.9.8g
OpenSSL Project OpenSSL 0.9.8h,cpe:/a:openssl:openssl:0.9.8h
OpenSSL Project OpenSSL 0.9.8i,cpe:/a:openssl:openssl:0.9.8i
OpenSSL Project OpenSSL 0.9.8j,cpe:/a:openssl:openssl:0.9.8j
OpenSSL Project OpenSSL 0.9.8k,cpe:/a:openssl:openssl:0.9.8k
OpenSSL Project OpenSSL 0.9.8l,cpe:/a:openssl:openssl:0.9.8l
OpenSSL Project OpenSSL 0.9.8m,cpe:/a:openssl:openssl:0.9.8m
OpenSSL Project OpenSSL 0.9.8m Beta1,cpe:/a:openssl:openssl:0.9.8m:beta1
OpenSSL Project OpenSSL 0.9.8n,cpe:/a:openssl:openssl:0.9.8n
OpenSSL Project OpenSSL 0.9.8o,cpe:/a:openssl:openssl:0.9.8o
OpenSSL Project OpenSSL 0.9.8p,cpe:/a:openssl:openssl:0.9.8p
OpenSSL Project OpenSSL 0.9.8q,cpe:/a:openssl:openssl:0.9.8q
OpenSSL Project OpenSSL 0.9.8r,cpe:/a:openssl:openssl:0.9.8r
OpenSSL Project OpenSSL 0.9.8s,cpe:/a:openssl:openssl:0.9.8s
OpenSSL Project OpenSSL 0.9.8t,cpe:/a:openssl:openssl:0.9.8t
OpenSSL Project OpenSSL 0.9.8u,cpe:/a:openssl:openssl:0.9.8u
OpenSSL Project OpenSSL 0.9.8v,cpe:/a:openssl:openssl:0.9.8v
OpenSSL Project OpenSSL 0.9.8w,cpe:/a:openssl:openssl:0.9.8w
OpenSSL Project OpenSSL 1.0.0,cpe:/a:openssl:openssl:1.0.0
OpenSSL Project OpenSSL 1.0.0 Beta1,cpe:/a:openssl:openssl:1.0.0:beta1
OpenSSL Project OpenSSL 1.0.0 Beta2,cpe:/a:openssl:openssl:1.0.0:beta2
OpenSSL Project OpenSSL 1.0.0 Beta3,cpe:/a:openssl:openssl:1.0.0:beta3
OpenSSL Project OpenSSL 1.0.0 Beta4,cpe:/a:openssl:openssl:1.0.0:beta4
OpenSSL Project OpenSSL 1.0.0 Beta5,cpe:/a:openssl:openssl:1.0.0:beta5
OpenSSL Project OpenSSL 1.0.0a,cpe:/a:openssl:openssl:1.0.0a
OpenSSL Project OpenSSL 1.0.0b,cpe:/a:openssl:openssl:1.0.0b
OpenSSL Project OpenSSL 1.0.0c,cpe:/a:openssl:openssl:1.0.0c
OpenSSL Project OpenSSL 1.0.0d,cpe:/a:openssl:openssl:1.0.0d
OpenSSL Project OpenSSL 1.0.0e,cpe:/a:openssl:openssl:1.0.0e
OpenSSL Project OpenSSL 1.0.0f,cpe:/a:openssl:openssl:1.0.0f
OpenSSL Project OpenSSL 1.0.0g,cpe:/a:openssl:openssl:1.0.0g
OpenSSL Project OpenSSL 1.0.0h,cpe:/a:openssl:openssl:1.0.0h
OpenSSL Project OpenSSL 1.0.1,cpe:/a:openssl:openssl:1.0.1
OpenSSL Project OpenSSL 1.0.1 Beta1,cpe:/a:openssl:openssl:1.0.1:beta1
OpenSSL Project OpenSSL 1.0.1 Beta2,cpe:/a:openssl:openssl:1.0.1:beta2
OpenSSL Project OpenSSL 1.0.1 Beta3,cpe:/a:openssl:openssl:1.0.1:beta3
OpenSSL Project OpenSSL 1.0.1a,cpe:/a:openssl:openssl:1.0.1a
OpenSSL Project OpenSSL 1.0.1b,cpe:/a:openssl:openssl:1.0.1b
OpenStack OpenStack Dashboard (Horizon) 2012.1,cpe:/a:openstack:horizon:2012.1
OpenStack OpenStack Dashboard (Horizon) folsom-1,cpe:/a:openstack:horizon:folsom-1
Openswan 2.3.0,cpe:/a:openswan:openswan:2.3.0
Openswan 2.3.1,cpe:/a:openswan:openswan:2.3.1
Openswan 2.4,cpe:/a:openswan:openswan:2.4
Openswan 2.4.1,cpe:/a:openswan:openswan:2.4.1
Openswan 2.4.10,cpe:/a:openswan:openswan:2.4.10
Openswan 2.4.11,cpe:/a:openswan:openswan:2.4.11
Openswan 2.4.12,cpe:/a:openswan:openswan:2.4.12
Openswan 2.4.13,cpe:/a:openswan:openswan:2.4.13
Openswan 2.4.2,cpe:/a:openswan:openswan:2.4.2
Openswan 2.4.3,cpe:/a:openswan:openswan:2.4.3
Openswan 2.4.4,cpe:/a:openswan:openswan:2.4.4
Openswan 2.4.5,cpe:/a:openswan:openswan:2.4.5
Openswan 2.4.6,cpe:/a:openswan:openswan:2.4.6
Openswan 2.4.7,cpe:/a:openswan:openswan:2.4.7
Openswan 2.4.8,cpe:/a:openswan:openswan:2.4.8
Openswan 2.4.9,cpe:/a:openswan:openswan:2.4.9
Openswan 2.5.0,cpe:/a:openswan:openswan:2.5.0
Openswan 2.5.0sbs4,cpe:/a:openswan:openswan:2.5.0:sbs4
Openswan 2.5.0sbs5,cpe:/a:openswan:openswan:2.5.0:sbs5
Openswan 2.5.01,cpe:/a:openswan:openswan:2.5.01
Openswan 2.5.02,cpe:/a:openswan:openswan:2.5.02
Openswan 2.5.03,cpe:/a:openswan:openswan:2.5.03
Openswan 2.5.04,cpe:/a:openswan:openswan:2.5.04
Openswan 2.5.05,cpe:/a:openswan:openswan:2.5.05
Openswan 2.5.06,cpe:/a:openswan:openswan:2.5.06
Openswan 2.5.07,cpe:/a:openswan:openswan:2.5.07
Openswan 2.5.08,cpe:/a:openswan:openswan:2.5.08
Openswan 2.5.09,cpe:/a:openswan:openswan:2.5.09
Openswan 2.5.10,cpe:/a:openswan:openswan:2.5.10
Openswan 2.5.11,cpe:/a:openswan:openswan:2.5.11
Openswan 2.5.12,cpe:/a:openswan:openswan:2.5.12
Openswan 2.5.13,cpe:/a:openswan:openswan:2.5.13
Openswan 2.5.14,cpe:/a:openswan:openswan:2.5.14
Openswan 2.5.15,cpe:/a:openswan:openswan:2.5.15
Openswan 2.5.16,cpe:/a:openswan:openswan:2.5.16
Openswan 2.5.17,cpe:/a:openswan:openswan:2.5.17
Openswan 2.5.18,cpe:/a:openswan:openswan:2.5.18
Openswan 2.6.01,cpe:/a:openswan:openswan:2.6.01
Openswan 2.6.02,cpe:/a:openswan:openswan:2.6.02
Openswan 2.6.03,cpe:/a:openswan:openswan:2.6.03
Openswan 2.6.04,cpe:/a:openswan:openswan:2.6.04
Openswan 2.6.05,cpe:/a:openswan:openswan:2.6.05
Openswan 2.6.06,cpe:/a:openswan:openswan:2.6.06
Openswan 2.6.07,cpe:/a:openswan:openswan:2.6.07
Openswan 2.6.08,cpe:/a:openswan:openswan:2.6.08
Openswan 2.6.09,cpe:/a:openswan:openswan:2.6.09
Openswan 2.6.10,cpe:/a:openswan:openswan:2.6.10
Openswan 2.6.11,cpe:/a:openswan:openswan:2.6.11
Openswan 2.6.12,cpe:/a:openswan:openswan:2.6.12
Openswan 2.6.13,cpe:/a:openswan:openswan:2.6.13
Openswan 2.6.14,cpe:/a:openswan:openswan:2.6.14
Openswan 2.6.15,cpe:/a:openswan:openswan:2.6.15
Openswan 2.6.16,cpe:/a:openswan:openswan:2.6.16
Openswan 2.6.17,cpe:/a:openswan:openswan:2.6.17
Openswan 2.6.18,cpe:/a:openswan:openswan:2.6.18
Openswan 2.6.19,cpe:/a:openswan:openswan:2.6.19
Openswan 2.6.20,cpe:/a:openswan:openswan:2.6.20
Openswan 2.6.21,cpe:/a:openswan:openswan:2.6.21
Openswan 2.6.22,cpe:/a:openswan:openswan:2.6.22
Openswan 2.6.23,cpe:/a:openswan:openswan:2.6.23
Openswan 2.6.24,cpe:/a:openswan:openswan:2.6.24
Openswan 2.6.25,cpe:/a:openswan:openswan:2.6.25
Openswan 2.6.26,cpe:/a:openswan:openswan:2.6.26
Openswan 2.6.27,cpe:/a:openswan:openswan:2.6.27
Openswan 2.6.28,cpe:/a:openswan:openswan:2.6.28
Openswan 2.6.29,cpe:/a:openswan:openswan:2.6.29
Openswan 2.6.30,cpe:/a:openswan:openswan:2.6.30
Openswan 2.6.31,cpe:/a:openswan:openswan:2.6.31
Openswan 2.6.32,cpe:/a:openswan:openswan:2.6.32
Openswan 2.6.33,cpe:/a:openswan:openswan:2.6.33
Openswan 2.6.34,cpe:/a:openswan:openswan:2.6.34
Openswan 2.6.35,cpe:/a:openswan:openswan:2.6.35
Openswan 2.6.36,cpe:/a:openswan:openswan:2.6.36
Openswan 2.6.37,cpe:/a:openswan:openswan:2.6.37
OpenTTD OpenTTD 1.0.0,cpe:/a:openttd:openttd:1.0.0
OpenTTD 1.0.0-beta1,cpe:/a:openttd:openttd:1.0.0:beta1
OpenTTD 1.0.0-beta2,cpe:/a:openttd:openttd:1.0.0:beta2
OpenTTD 1.0.0-beta3,cpe:/a:openttd:openttd:1.0.0:beta3
OpenTTD 1.0.0-beta4,cpe:/a:openttd:openttd:1.0.0:beta4
OpenTTD 1.0.0-RC1,cpe:/a:openttd:openttd:1.0.0:rc1
OpenTTD 1.0.0-RC2,cpe:/a:openttd:openttd:1.0.0:rc2
OpenTTD 1.0.0-RC3,cpe:/a:openttd:openttd:1.0.0:rc3
OpenTTD 1.0.1,cpe:/a:openttd:openttd:1.0.1
OpenTTD 1.0.1-RC1,cpe:/a:openttd:openttd:1.0.1:rc1
OpenTTD 1.0.1-RC2,cpe:/a:openttd:openttd:1.0.1:rc2
OpenTTD 1.0.2,cpe:/a:openttd:openttd:1.0.2
OpenTTD 1.0.2-RC1,cpe:/a:openttd:openttd:1.0.2:rc1
OpenTTD 1.0.3,cpe:/a:openttd:openttd:1.0.3
OpenTTD 1.0.3-RC1,cpe:/a:openttd:openttd:1.0.3:rc1
OpenTTD 1.0.4,cpe:/a:openttd:openttd:1.0.4
OpenTTD 1.0.4 Release Candidate 1,cpe:/a:openttd:openttd:1.0.4:rc1
OpenTTD 1.0.5 Release Candidate 1,cpe:/a:openttd:openttd:1.0.5:rc1
OpenTTD 1.0.5 Release Candidate 2,cpe:/a:openttd:openttd:1.0.5:rc2
OpenVPN,cpe:/a:openvpn:openvpn
Opera Brew Browser 6.0 sp1,cpe:/a:opera:brew_browser:6.0:sp1
Opera Mini 2.0.4719/1690,cpe:/a:opera:mini:2.0.4719:1690
Opera Mini 3.1.7196/1690,cpe:/a:opera:mini:3.1.7196:1690
Opera Mini 3.1.7203/1690,cpe:/a:opera:mini:3.1.7203:1690
Opera Mini 3.1.8295/1690,cpe:/a:opera:mini:3.1.8295:1690
Opera Browser 10.00,cpe:/a:opera:opera_browser:10.00
Opera Browser 10.00 beta 1,cpe:/a:opera:opera_browser:10.00:beta1
Opera Browser 10.00 beta 2,cpe:/a:opera:opera_browser:10.00:beta2
Opera Browser 10.00 beta 3,cpe:/a:opera:opera_browser:10.00:beta3
Opera Browser 10.01,cpe:/a:opera:opera_browser:10.01
Opera Browser 10.10,cpe:/a:opera:opera_browser:10.10
Opera Browser 10.10 beta 1,cpe:/a:opera:opera_browser:10.10:beta1
Opera Browser 10.11,cpe:/a:opera:opera_browser:10.11
Opera Browser 10.50,cpe:/a:opera:opera_browser:10.50
Opera Browser 10.50 beta 1,cpe:/a:opera:opera_browser:10.50:beta1
Opera Browser 10.50 beta 2,cpe:/a:opera:opera_browser:10.50:beta2
Opera Browser 10.51,cpe:/a:opera:opera_browser:10.51
Opera Browser 10.52,cpe:/a:opera:opera_browser:10.52
Opera Browser 10.52 beta1,cpe:/a:opera:opera_browser:10.52:beta1
Opera Browser 10.52 beta2,cpe:/a:opera:opera_browser:10.52:beta2
Opera Browser 10.53,cpe:/a:opera:opera_browser:10.53
Opera Browser 10.53b,cpe:/a:opera:opera_browser:10.53:b
Opera Browser 10.53 beta1,cpe:/a:opera:opera_browser:10.53:beta1
Opera Browser 10.54,cpe:/a:opera:opera_browser:10.54
Opera Browser 10.60,cpe:/a:opera:opera_browser:10.60
Opera Browser 10.60 beta1,cpe:/a:opera:opera_browser:10.60:beta1
Opera Browser 10.61,cpe:/a:opera:opera_browser:10.61
Opera Browser 10.62,cpe:/a:opera:opera_browser:10.62
Opera Browser 10.63,cpe:/a:opera:opera_browser:10.63
Opera Browser 11.00,cpe:/a:opera:opera_browser:11.00
Opera Browser 11.00 beta,cpe:/a:opera:opera_browser:11.00:beta
Opera Browser 11.01,cpe:/a:opera:opera_browser:11.01
Opera Browser 11.10,cpe:/a:opera:opera_browser:11.10
Opera Browser 11.10 Beta,cpe:/a:opera:opera_browser:11.10:beta
Opera Browser 11.11,cpe:/a:opera:opera_browser:11.11
Opera Browser 11.50,cpe:/a:opera:opera_browser:11.50
Opera Browser 11.50 Beta,cpe:/a:opera:opera_browser:11.50:beta
Opera Browser 11.51,cpe:/a:opera:opera_browser:11.51
Opera Browser 11.52,cpe:/a:opera:opera_browser:11.52
Opera Browser 11.60,cpe:/a:opera:opera_browser:11.60
Opera Browser 11.60b (beta),cpe:/a:opera:opera_browser:11.60:beta
Opera Browser 11.61,cpe:/a:opera:opera_browser:11.61
Opera Browser 11.62,cpe:/a:opera:opera_browser:11.62
Opera Browser 11.64,cpe:/a:opera:opera_browser:11.64
Opera Browser 11.65,cpe:/a:opera:opera_browser:11.65
Opera Browser 12.00,cpe:/a:opera:opera_browser:12.00
Opera Browser 12.00 beta,cpe:/a:opera:opera_browser:12.00:beta
Opera Browser 5.0,cpe:/a:opera:opera_browser:5.0
Opera Browser 5.0 beta 2,cpe:/a:opera:opera_browser:5.0:beta2
Opera Browser 5.0 beta 3,cpe:/a:opera:opera_browser:5.0:beta3
Opera Browser 5.0 beta 4,cpe:/a:opera:opera_browser:5.0:beta4
Opera Browser 5.0 beta 5,cpe:/a:opera:opera_browser:5.0:beta5
Opera Browser 5.0 beta 6,cpe:/a:opera:opera_browser:5.0:beta6
Opera Browser 5.0 beta 7,cpe:/a:opera:opera_browser:5.0:beta7
Opera Browser 5.0 beta 8,cpe:/a:opera:opera_browser:5.0:beta8
